Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
04-Mar-24,EQ,6588.00,6639.95,6557.45,6584.35,6604.00,6602.45,6603.54,8192.00,5485.70,397118.00,2622386545.55,55312.00
02-Mar-24,EQ,6565.00,6605.00,6565.00,6571.45,6588.00,6584.35,6589.41,8192.00,5485.70,49760.00,327889288.80,6277.00
01-Mar-24,EQ,6511.75,6608.70,6502.10,6495.35,6576.00,6571.45,6565.52,8192.00,5485.70,919080.00,6034236495.65,139301.00
29-Feb-24,EQ,6499.00,6539.00,6366.20,6498.70,6511.75,6495.35,6491.14,8192.00,5485.70,1699098.00,11029083444.10,128058.00
28-Feb-24,EQ,6572.00,6596.75,6475.00,6556.25,6488.00,6498.70,6545.06,8192.00,5485.70,535321.00,3503706439.45,74851.00
27-Feb-24,EQ,6631.00,6642.00,6491.10,6643.25,6555.40,6556.25,6574.54,8192.00,5485.70,1150306.00,7562728773.45,139511.00
26-Feb-24,EQ,6690.00,6708.00,6624.20,6697.85,6639.00,6643.25,6653.85,8192.00,5485.70,892056.00,5935604795.45,95130.00
23-Feb-24,EQ,6674.00,6719.00,6632.60,6674.95,6690.00,6697.85,6680.58,8192.00,5485.70,1280311.00,8553215685.20,117458.00
22-Feb-24,EQ,6691.05,6706.85,6561.00,6688.80,6698.00,6674.95,6619.54,8192.00,5485.70,1022374.00,6767650264.45,137951.00
21-Feb-24,EQ,6790.00,6790.00,6665.05,6763.60,6672.00,6688.80,6724.05,8192.00,5485.70,854944.00,5748686331.40,76709.00
20-Feb-24,EQ,6711.90,6792.00,6681.25,6712.80,6771.00,6763.60,6753.48,8192.00,5485.70,1106709.00,7474131813.05,122472.00
19-Feb-24,EQ,6648.90,6806.90,6625.30,6619.20,6718.25,6712.80,6735.88,8192.00,5485.70,1315881.00,8863620192.10,110193.00
16-Feb-24,EQ,6650.05,6660.00,6602.00,6619.40,6614.00,6619.20,6621.07,8192.00,5485.70,1029431.00,6815939061.65,129947.00
15-Feb-24,EQ,6646.00,6677.40,6585.65,6646.50,6619.95,6619.40,6614.91,8192.00,5485.70,880859.00,5826800672.45,109034.00
14-Feb-24,EQ,6563.85,6656.00,6550.00,6603.65,6649.00,6646.50,6609.19,8192.00,5485.70,636126.00,4204276744.15,82851.00
13-Feb-24,EQ,6600.00,6639.00,6553.10,6569.15,6600.05,6603.65,6608.10,8192.00,5485.70,948014.00,6264570312.95,108021.00
12-Feb-24,EQ,6669.45,6671.85,6551.50,6654.50,6576.35,6569.15,6585.14,8192.00,5485.70,544784.00,3587477652.55,64051.00
09-Feb-24,EQ,6580.00,6677.70,6572.00,6575.65,6654.00,6654.50,6644.98,8192.00,5485.70,1209874.00,8039594330.35,124188.00
08-Feb-24,EQ,6731.85,6737.50,6536.70,6709.20,6585.00,6575.65,6606.32,8192.00,5485.70,2193209.00,14489039760.25,213093.00
07-Feb-24,EQ,6641.00,6737.60,6625.25,6598.15,6720.00,6709.20,6682.88,8192.00,5485.70,1538237.00,10279856230.40,152771.00
06-Feb-24,EQ,6648.00,6699.00,6535.00,6608.20,6599.00,6598.15,6604.06,8192.00,5485.70,2439533.00,16110820931.50,232133.00
05-Feb-24,EQ,6894.00,6895.00,6600.00,6848.30,6626.75,6608.20,6723.86,8192.00,5485.70,1771222.00,11909445509.05,197786.00
02-Feb-24,EQ,6755.00,6910.00,6753.00,6743.30,6877.90,6848.30,6844.03,8192.00,5485.70,1367508.00,9359269260.15,206629.00
01-Feb-24,EQ,6865.90,6879.95,6733.00,6862.90,6746.00,6743.30,6784.09,8192.00,5485.70,1911137.00,12965321707.70,231144.00
31-Jan-24,EQ,6820.00,6921.00,6812.00,6817.20,6865.90,6862.90,6877.07,8192.00,5485.70,1810512.00,12451015692.60,172859.00
30-Jan-24,EQ,6988.50,6988.50,6805.00,7191.65,6825.00,6817.20,6869.72,8192.00,5485.70,4153147.00,28530952745.75,396405.00
29-Jan-24,EQ,7085.50,7224.95,7085.10,7085.50,7200.00,7191.65,7163.15,8192.00,5485.70,1860361.00,13326042623.25,114690.00
25-Jan-24,EQ,7055.30,7125.80,7036.00,7055.30,7091.00,7085.50,7075.30,8192.00,5485.70,1168349.00,8266415862.50,102634.00
24-Jan-24,EQ,7104.00,7104.00,6996.80,7070.70,7080.00,7055.30,7049.02,8192.00,5485.70,2063675.00,14546893452.55,122779.00
23-Jan-24,EQ,7352.90,7355.00,7042.60,7301.30,7083.00,7070.70,7180.32,8192.00,5485.70,2533297.00,18189871066.15,204647.00
20-Jan-24,EQ,7327.75,7386.30,7291.00,7319.10,7313.00,7301.30,7332.58,8192.00,5485.70,219358.00,1608460744.25,27055.00
19-Jan-24,EQ,7360.00,7388.80,7261.25,7265.55,7325.90,7319.10,7313.97,8192.00,5485.70,830810.00,6076520804.75,92936.00
18-Jan-24,EQ,7296.00,7351.75,7234.00,7358.85,7274.20,7265.55,7281.49,8192.00,5485.70,1686996.00,12283850683.60,175621.00
17-Jan-24,EQ,7303.30,7478.20,7302.20,7456.65,7367.75,7358.85,7388.41,8192.00,5485.70,1380271.00,10198008011.15,114581.00
16-Jan-24,EQ,7475.00,7614.50,7427.90,7478.00,7445.00,7456.65,7518.19,8192.00,5485.70,1194723.00,8982158409.95,138334.00
15-Jan-24,EQ,7697.95,7697.95,7454.00,7661.05,7477.00,7478.00,7524.95,8192.00,5485.70,997220.00,7504034264.75,107746.00
12-Jan-24,EQ,7684.00,7718.95,7617.00,7669.75,7639.00,7661.05,7660.78,8192.00,5485.70,808638.00,6194798776.75,99544.00
11-Jan-24,EQ,7680.00,7793.30,7651.05,7680.55,7684.00,7669.75,7720.83,8192.00,5485.70,651741.00,5031981679.15,104639.00
10-Jan-24,EQ,7716.00,7735.25,7660.00,7725.45,7675.00,7680.55,7688.85,8192.00,5485.70,559072.00,4298620963.05,80362.00
09-Jan-24,EQ,7774.00,7810.00,7698.00,7736.00,7715.75,7725.45,7758.94,8192.00,5485.70,1247083.00,9676043195.75,135198.00
08-Jan-24,EQ,7677.00,7830.00,7631.30,7711.15,7740.00,7736.00,7737.07,8192.00,5485.70,1121209.00,8674873898.10,116211.00
05-Jan-24,EQ,7734.95,7789.00,7673.10,7705.55,7708.05,7711.15,7722.15,8192.00,5485.70,1052601.00,8128338046.60,125482.00
